package,version,imports,suggests,repository,description
selectr,0.4-2,"methods, stringr, R6","testthat, XML, xml2",https://cran.rstudio.com/src/contrib,"Translates a CSS3 selector into an equivalent XPath
  expression. This allows us to use CSS selectors when working with
  the XML package as it can only evaluate XPath expressions. Also
  provided are convenience functions useful for using CSS selectors on
  XML nodes. This package is a port of the Python package 'cssselect'
  (<https://cssselect.readthedocs.io/>)."
selfdestructin5,0.0.0.9000,"crayon, dplyr, glue, googledrive, googlesheets4, magrittr,
purrr, stringr, tools, tidyr, usethis, utils, glitr, glamr,
gophr, gt, tidyselect, fontawesome","forcats, knitr, rmarkdown, qpdf",https://github.com/USAID-OHA-SI/selfdestructin5,Creates a series of data frames that can be passed to a gt() to create the OHA SI Mission Director Briefers.
servr,0.24,"mime (>= 0.2), httpuv (>= 1.5.2), xfun, jsonlite","tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",https://cran.rstudio.com/src/contrib,"Start an HTTP server in R to serve static files, or dynamic
    documents that can be converted to HTML files (e.g., R Markdown) under a
    given directory."
sessioninfo,1.2.2,"cli (>= 3.1.0), tools, utils","callr, covr, mockery, reticulate, rmarkdown, testthat, withr",https://cran.rstudio.com/src/contrib,"Query and print information about the current R
    session.  It is similar to 'utils::sessionInfo()', but includes more
    information about packages, and where they were installed from."
sf,1.0-8,"classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), s2 (>= 1.0.7), stats, tools, units
(>= 0.7-0), utils","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, Matrix, microbenchmark, odbc, pbapply,
pillar, pool, raster, rlang, rmarkdown, RPostgres (>= 1.1.0),
RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat (>= 2.0-1),
spatstat.geom, spatstat.random, spatstat.linnet,
spatstat.utils, stars (>= 0.2-0), terra, testthat, tibble (>=
1.4.1), tidyr (>= 1.2.0), tidyselect (>= 1.0.0), tmap (>= 2.0),
vctrs, wk",https://cran.rstudio.com/src/contrib,"Support for simple features, a standardized way to
    encode spatial vector data. Binds to 'GDAL' for reading and writing
    data, to 'GEOS' for geometrical operations, and to 'PROJ' for
    projection conversions and datum transformations. Uses by default the 's2'
    package for spherical geometry operations on ellipsoidal (long/lat) coordinates."
sfheaders,0.4.0,"geometries (>= 0.2.0), Rcpp","covr, knitr, testthat",https://cran.rstudio.com/src/contrib,"Converts between R and Simple Feature 'sf' objects, without depending
  on the Simple Feature library. Conversion functions are available at both the R level, 
  and through 'Rcpp'."
shades,1.4.0,,"testthat, covr, ggplot2",https://cran.rstudio.com/src/contrib,"Functions for easily manipulating colours, creating colour scales and calculating colour distances."
shiny,1.7.2,"utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.2.1), htmltools (>=
0.5.2), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.3.0), cachem, ellipsis, lifecycle (>= 0.2.0)","datasets, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml, future, dygraphs, ragg, showtext, sass",https://cran.rstudio.com/src/contrib,"Makes it incredibly easy to build interactive web
    applications with R. Automatic ""reactive"" binding between inputs and
    outputs and extensive prebuilt widgets make it possible to build
    beautiful, responsive, and powerful applications with minimal effort."
shinyAce,0.4.2,"shiny (>= 1.0.5), jsonlite, utils, tools","testthat (>= 2.0.0), dplyr (>= 0.8.3)",https://cran.rstudio.com/src/contrib,"Ace editor bindings to enable a rich text editing environment
    within Shiny."
shinyBS,0.61.1,"shiny (>= 0.11), htmltools",,https://cran.rstudio.com/src/contrib,Adds additional Twitter Bootstrap components to Shiny.
shinydashboard,0.7.2,"utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",,https://cran.rstudio.com/src/contrib,"Create dashboards with 'Shiny'. This package provides
    a theme on top of 'Shiny', making it easy to create attractive dashboards."
shinyjs,2.1.0,"digest (>= 0.6.8), jsonlite, shiny (>= 1.0.0)","htmltools (>= 0.2.9), knitr (>= 1.7), rmarkdown, shinyAce,
shinydisconnect, testthat (>= 0.9.1)",https://cran.rstudio.com/src/contrib,"Perform common useful JavaScript operations in Shiny apps that will
    greatly improve your apps without having to know any JavaScript. Examples
    include: hiding an element, disabling an input, resetting an input back to
    its original value, delaying code execution by a few seconds, and many more
    useful functions for both the end user and the developer. 'shinyjs' can also
    be used to easily call your own custom JavaScript functions from R."
shinystan,2.6.0,"bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rstan (>= 2.17.1), stats, shinyjs
(>= 0.6.0), shinythemes (>= 1.0.1), threejs (>= 0.2.1), utils,
xtable, xts (>= 0.9-7)","cmdstanr (>= 0.4.0), coda, knitr (>= 1.9), posterior (>=
1.0.0), rmarkdown (>= 0.8.1), rsconnect (>= 0.4.2), rstanarm
(>= 2.17.4), testthat",https://cran.rstudio.com/src/contrib,"A graphical user interface for interactive Markov chain Monte
    Carlo (MCMC) diagnostics and plots and tables helpful for analyzing a
    posterior sample. The interface is powered by the 'Shiny' web
    application framework from 'RStudio' and works with the output of MCMC 
    programs written in any programming language (and has extended 
    functionality for 'Stan' models fit using the 'rstan' and 'rstanarm' 
    packages)."
shinythemes,1.2.0,shiny (>= 0.11),,https://cran.rstudio.com/src/contrib,"Themes for use with Shiny. Includes several Bootstrap themes
    from <https://bootswatch.com/>, which are packaged for use with Shiny
    applications."
shinyWidgets,0.7.1,"bslib, sass, shiny (>= 1.6.0), htmltools (>= 0.5.1), jsonlite,
grDevices, rlang","shinydashboard, testthat, covr, shinydashboardPlus (>=
2.0.0), bs4Dash, argonR, argonDash, tablerDash, ggplot2, DT,
scales",https://cran.rstudio.com/src/contrib,"Collection of custom input controls and user interface components for 'Shiny' applications. 
  Give your applications a unique and colorful style !"
showtext,0.9-5,grDevices,"knitr, rmarkdown, prettydoc, curl, jsonlite",https://cran.rstudio.com/src/contrib,"Making it easy to use various types of fonts ('TrueType',
    'OpenType', Type 1, web fonts, etc.) in R graphs, and supporting most output
    formats of R graphics including PNG, PDF and SVG. Text glyphs will be converted
    into polygons or raster images, hence after the plot has been created, it no
    longer relies on the font files. No external software such as 'Ghostscript' is
    needed to use this package."
showtextdb,3.0,"sysfonts (>= 0.7), utils",curl,https://cran.rstudio.com/src/contrib,Providing font files that can be used by the 'showtext' package.
shrtcts,0.1.1,"fs, jsonlite, rappdirs, roxygen2, rstudioapi, utils, yaml","testthat (>= 2.1.0), knitr, rmarkdown","https://pkg.garrickadenbuie.com/shrtcts,
https://github.com/gadenbuie/shrtcts","An easily customizable method for creating RStudio
    addins from arbitrary R code. Use your own functions or call functions
    from other packages. Your shortcuts are stored in a YAML file in your
    home directory."
sjlabelled,1.2.0,"insight, datawizard, stats, tools, utils","dplyr, haven (>= 1.1.2), magrittr, sjmisc, sjPlot, knitr,
rlang, rmarkdown, snakecase, testthat",https://cran.rstudio.com/src/contrib,"Collection of functions dealing with labelled data, like reading and 
    writing data between R and other statistical software packages like 'SPSS',
    'SAS' or 'Stata', and working with labelled data. This includes easy ways 
    to get, set or change value and variable label attributes, to convert 
    labelled vectors into factors or numeric (and vice versa), or to deal with 
    multiple declared missing values."
skimr,2.1.4,"cli, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>= 1.5),
pillar (>= 1.6.4), purrr, repr, rlang (>= 0.3.1), stats,
stringr (>= 1.1), tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect
(>= 1.0.0), vctrs","covr, crayon, data.table, dtplyr, extrafont, haven,
lubridate, rmarkdown, testthat (>= 2.0.0), withr",https://cran.rstudio.com/src/contrib,"A simple to use summary function that can be used with pipes
    and displays nicely in the console. The default summary statistics may
    be modified by the user as can the default formatting.  Support for
    data frames and vectors is included, and users can implement their own
    skim methods for specific object types as described in a vignette.
    Default summaries include support for inline spark graphs.
    Instructions for managing these on specific operating systems are
    given in the ""Using skimr"" vignette and the README."
snakecase,0.11.0,"stringr, stringi","testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",https://cran.rstudio.com/src/contrib,"A consistent, flexible and easy to use tool to parse and convert strings into cases like snake or camel among others."
SnowballC,0.7.0,,,https://cran.rstudio.com/src/contrib,"An R interface to the C 'libstemmer' library that implements
  Porter's word stemming algorithm for collapsing words to a common
  root to aid comparison of vocabulary. Currently supported languages are
  Danish, Dutch, English, Finnish, French, German, Hungarian, Italian,
  Norwegian, Portuguese, Romanian, Russian, Spanish, Swedish
  and Turkish."
sodium,1.2.1,,"knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"Bindings to 'libsodium': a modern, easy-to-use software library for
    encryption, decryption, signatures, password hashing and more. Sodium uses
    curve25519, a state-of-the-art Diffie-Hellman function by Daniel Bernstein,
    which has become very popular after it was discovered that the NSA had
    backdoored Dual EC DRBG."
sourcetools,0.1.7,,testthat,https://cran.rstudio.com/src/contrib,"Tools for the reading and tokenization of R code. The
    'sourcetools' package provides both an R and C++ interface for the tokenization
    of R code, and helpers for interacting with the tokenized representation of R
    code."
sp,1.5-0,"utils, stats, graphics, grDevices, lattice, grid","RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir, knitr, rmarkdown, sf",https://cran.rstudio.com/src/contrib,"Classes and methods for spatial
  data; the classes document where the spatial location information
  resides, for 2D or 3D data. Utility functions are provided, e.g. for
  plotting data as maps, spatial selection, as well as methods for
  retrieving coordinates, for subsetting, print, summary, etc."
spam,2.9-0,"dotCall64, grid, methods","spam64, fields, Matrix, testthat, R.rsp, truncdist, knitr,
rmarkdown",https://cran.rstudio.com/src/contrib,"Set of functions for sparse matrix algebra.
    Differences with other sparse matrix packages are:
    (1) we only support (essentially) one sparse matrix format,
    (2) based on transparent and simple structure(s),
    (3) tailored for MCMC calculations within G(M)RF.
    (4) and it is fast and scalable (with the extension package spam64).
    Documentation about 'spam' is provided by vignettes included in this package, see also Furrer and Sain (2010) <doi:10.18637/jss.v036.i10>; see 'citation(""spam"")' for details."
SparseM,1.81,"graphics, stats, utils",,https://cran.rstudio.com/src/contrib,"Some basic linear algebra functionality for sparse matrices is
  provided:  including Cholesky decomposition and backsolving as well as 
  standard R subsetting and Kronecker products."
spatial,7.3-15,,MASS,https://cran.rstudio.com/src/contrib,Functions for kriging and point pattern analysis.
spData,2.0.1,"sp, raster","foreign, maptools, rgdal, sf (>= 0.9-1), spDataLarge (>=
0.4.0), spdep, spatialreg",https://cran.rstudio.com/src/contrib,"Diverse spatial datasets for demonstrating, benchmarking and teaching spatial data analysis. 
    It includes R data of class sf (defined by the package 'sf'), Spatial ('sp'), and nb ('spdep').
    Unlike other spatial data packages such as 'rnaturalearth' and 'maps', 
    it also contains data stored in a range of file formats including GeoJSON, ESRI Shapefile and GeoPackage. 
    Some of the datasets are designed to illustrate specific analysis techniques.
    cycle_hire() and cycle_hire_osm(), for example, is designed to illustrate point pattern analysis techniques."
spDataLarge,2.0.6,raster,,https://github.com/Nowosad/spData,"Large datasets for spatial analysis. 
  The data from this package could be retrived using the spData package."
sqldf,0.4-11,"DBI, chron","RH2, RMySQL, RPostgreSQL, svUnit, tcltk, MASS",https://cran.rstudio.com/src/contrib,"The sqldf() function is typically passed a single argument which 
	is an SQL select statement where the table names are ordinary R data 
	frame names.  sqldf() transparently sets up a database, imports the 
	data frames into that database, performs the SQL select or other
	statement and returns the result using a heuristic to determine which 
	class to assign to each column of the returned data frame.  The sqldf() 
	or read.csv.sql() functions can also be used to read filtered files 
	into R even if the original files are larger than R itself can handle.
	'RSQLite', 'RH2', 'RMySQL' and 'RPostgreSQL' backends are supported."
SQUAREM,2021.1,,setRNG,https://cran.rstudio.com/src/contrib,"Algorithms for accelerating the convergence of slow,
        monotone sequences from smooth, contraction mapping such as the
        EM algorithm. It can be used to accelerate any smooth, linearly
        convergent acceleration scheme.  A tutorial style introduction
        to this package is available in a vignette on the CRAN download
        page or, when the package is loaded in an R session, with
        vignette(""SQUAREM""). Refer to the J Stat Software article: <doi:10.18637/jss.v092.i07>. "
StanHeaders,2.21.0-7,RcppParallel (>= 5.0.1),"Rcpp, BH, knitr (>= 1.15.1), rmarkdown, Matrix, methods,
rstan",https://cran.rstudio.com/src/contrib,"The C++ header files of the Stan project are provided by this package, but it contains little R code or documentation. The main reference is the vignette. There is a shared object containing part of the 'CVODES' library, but its functionality is not accessible from R. 'StanHeaders' is primarily useful for developers who want to utilize the 'LinkingTo' directive of their package's DESCRIPTION file to build on the Stan library without incurring unnecessary dependencies. The Stan project develops a probabilistic programming language that implements full or approximate Bayesian statistical inference via Markov Chain Monte Carlo or 'variational' methods and implements (optionally penalized) maximum likelihood estimation via optimization. The Stan library includes an advanced automatic differentiation scheme, 'templated' statistical and linear algebra functions that can handle the automatically 'differentiable' scalar types (and doubles, 'ints', etc.), and a parser for the Stan language. The 'rstan' package provides user-facing R functions to parse, compile, test, estimate, and analyze Stan models."
stringdist,0.9.8,parallel,tinytest,https://cran.rstudio.com/src/contrib,"Implements an approximate string matching version of R's native
    'match' function. Also offers fuzzy text search based on various string
     distance measures. Can calculate various string distances based on edits
    (Damerau-Levenshtein, Hamming, Levenshtein, optimal sting alignment), qgrams (q-
    gram, cosine, jaccard distance) or heuristic metrics (Jaro, Jaro-Winkler). An
    implementation of soundex is provided as well. Distances can be computed between
    character vectors while taking proper care of encoding or between integer
    vectors representing generic sequences. This package is built for speed and
    runs in parallel by using 'openMP'. An API for C or C++ is exposed as well.
    Reference: MPJ van der Loo (2014) <doi:10.32614/RJ-2014-011>."
stringi,1.7.8,"tools, utils, stats",,https://cran.rstudio.com/src/contrib,"A collection of character string/text/natural language
    processing tools for pattern searching (e.g., with 'Java'-like regular
    expressions or the 'Unicode' collation algorithm), random string generation,
    case mapping, string transliteration, concatenation, sorting, padding,
    wrapping, Unicode normalisation, date-time formatting and parsing,
    and many more. They are fast, consistent, convenient, and -
    thanks to 'ICU' (International Components for Unicode) -
    portable across all locales and platforms."
stringr,1.4.0,"glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)","covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",https://cran.rstudio.com/src/contrib,"A consistent, simple and easy to use set of
    wrappers around the fantastic 'stringi' package. All function and
    argument names (and positions) are consistent, all functions deal with
    ""NA""'s and zero length vectors in the same way, and the output from
    one function is easy to feed into the input of another."
styler,1.7.0,"cli (>= 3.1.1), magrittr (>= 2.0.0), purrr (>= 0.2.3), R.cache
(>= 0.15.0), rematch2 (>= 2.0.1), rlang (>= 0.1.1), rprojroot
(>= 1.1), tibble (>= 1.4.2), tools, withr (>= 1.0.0),","data.tree (>= 0.1.6), digest, dplyr, here, knitr, prettycode,
rmarkdown, roxygen2, rstudioapi (>= 0.7), testthat (>= 2.1.0)",https://cran.rstudio.com/src/contrib,"Pretty-prints R code without changing the user's formatting
    intent."
survival,3.3-1,"graphics, Matrix, methods, splines, stats, utils",,https://cran.rstudio.com/src/contrib,"Contains the core survival analysis routines, including
	     definition of Surv objects, 
	     Kaplan-Meier and Aalen-Johansen (multi-state) curves, Cox models,
	     and parametric accelerated failure time models."
svglite,2.1.0,systemfonts (>= 1.0.0),"htmltools, testthat, xml2 (>= 1.0.0), covr, fontquiver (>=
0.2.0), knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"A graphics device for R that produces 'Scalable Vector Graphics'.
  'svglite' is a fork of the older 'RSvgDevice' package."
sys,3.4,,"unix (>= 1.4), spelling, testthat",https://cran.rstudio.com/src/contrib,"Drop-in replacements for the base system2() function with fine control
    and consistent behavior across platforms. Supports clean interruption, timeout, 
    background tasks, and streaming STDIN / STDOUT / STDERR over binary or text 
    connections. Arguments on Windows automatically get encoded and quoted to work 
    on different locales."
sysfonts,0.8.8,,"curl, jsonlite",https://cran.rstudio.com/src/contrib,"Loading system fonts and Google Fonts
    <https://fonts.google.com/> into R, in order to
    support other packages such as 'R2SWF' and 'showtext'."
systemfonts,1.0.4,,"testthat (>= 2.1.0), covr, knitr, rmarkdown, tools",https://cran.rstudio.com/src/contrib,"Provides system native access to the font catalogue. As font
    handling varies between systems it is difficult to correctly locate 
    installed fonts across different operating systems. The 'systemfonts' 
    package provides bindings to the native libraries on Windows, macOS and 
    Linux for finding font files that can then be used further by e.g. graphic
    devices. The main use is intended to be from compiled code but 'systemfonts'
    also provides access from R."
tabulator,1.0.0,"assertthat, dplyr, data.table, magrittr, purrr, rlang, stats,
stringr, tibble, tidyr",,https://cran.rstudio.com/src/contrib,"Efficient tabulation with Stata-like output.
	For each unique value of the variable, it shows the number of 
	observations with that value, proportion of observations with that
	value, and cumulative proportion, in descending order of frequency.
	Accepts data.table, tibble, or data.frame as input. 
	Efficient with big data: if you give it a data.table, 
	tab() uses data.table syntax."
tensorA,0.36.2,,,https://cran.rstudio.com/src/contrib,"Provides convenience functions for advanced
        linear algebra with tensors and computation with data sets of
        tensors on a higher level abstraction. It includes Einstein and
        Riemann summing conventions, dragging, co- and contravariate
        indices, parallel computations on sequences of tensors."
terra,1.6-3,"methods, Rcpp","parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, XML,
leaflet",https://cran.rstudio.com/src/contrib,"Methods for spatial data analysis with raster and vector data. Raster methods allow for low-level data manipulation as well as high-level global, local, zonal, and focal computation. The predict and interpolate methods facilitate the use of regression type (interpolation, machine learning) models for spatial prediction, including with satellite remote sensing data. Processing of very large files is supported. See the manual and tutorials on <https://rspatial.org/terra/> to get started. 'terra' is very similar to the 'raster' package; but 'terra' can do more, is easier to use, and it is faster."
testthat,3.1.4,"brio, callr (>= 3.5.1), cli (>= 3.3.0), crayon (>= 1.3.4),
desc, digest, ellipsis (>= 0.2.0), evaluate, jsonlite,
lifecycle, magrittr, methods, pkgload, praise, processx, ps (>=
1.3.4), R6 (>= 2.2.0), rlang (>= 1.0.1), utils, waldo (>=
0.4.0), withr (>= 2.4.3)","covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr, mockery,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",https://cran.rstudio.com/src/contrib,"Software testing is important, but, in part because it is
    frustrating and boring, many of us avoid it. 'testthat' is a testing
    framework for R that is easy to learn and use, and integrates with
    your existing 'workflow'."
texreg,1.38.6,"methods, stats, httr","broom (>= 0.4.2), coda (>= 0.19.2), ggplot2 (>= 3.1.0),
huxtable (>= 4.2.0), knitr (>= 1.22), rmarkdown (>= 1.12.3),
sandwich (>= 2.3-1), testthat (>= 2.0.0), lmtest (>= 0.9-34)",https://cran.rstudio.com/src/contrib,"Converts coefficients, standard errors, significance stars, and goodness-of-fit statistics of statistical models into LaTeX tables or HTML tables/MS Word documents or to nicely formatted screen output for the R console for easy model comparison. A list of several models can be combined in a single table. The output is highly customizable. New model types can be easily implemented. (If the Zelig package, which this package enhances, cannot be found on CRAN, you can find it at <https://github.com/IQSS/Zelig>.)"
textshaping,0.3.6,systemfonts (>= 1.0.0),"covr, knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"Provides access to the text shaping functionality in the 'HarfBuzz'
    library and the bidirectional algorithm in the 'Fribidi' library. 
    'textshaping' is a low-level utility package mainly for graphic devices that 
    expands upon the font tool-set provided by the 'systemfonts' package."
threejs,0.3.3,"htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",maps,https://cran.rstudio.com/src/contrib,"Create interactive 3D scatter plots, network plots, and
    globes using the 'three.js' visualization library (<https://threejs.org>)."
tibble,3.1.8,"fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.7.0), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.3.8)","bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2, hms,
htmltools, knitr, lubridate, mockr, nycflights13, pkgbuild,
pkgload, purrr, rmarkdown, stringi, testthat (>= 3.0.2), tidyr,
withr",https://cran.rstudio.com/src/contrib,"Provides a 'tbl_df' class (the 'tibble') with stricter checking and better formatting than the traditional
    data frame."
tidylo,0.2.0,"dplyr, rlang","covr, ggplot2, janeaustenr, knitr, rmarkdown, stringr,
testthat (>= 2.1.0), tidytext",https://cran.rstudio.com/src/contrib,"How can we measure how the usage or frequency of some
    feature, such as words, differs across some group or set, such as
    documents? One option is to use the log odds ratio, but the log odds
    ratio alone does not account for sampling variability; we haven't
    counted every feature the same number of times so how do we know which
    differences are meaningful? Enter the weighted log odds, which
    'tidylo' provides an implementation for, using tidy data principles.
    In particular, here we use the method outlined in Monroe, Colaresi,
    and Quinn (2008) <doi:10.1093/pan/mpn018> to weight the log odds ratio
    by a prior. By default, the prior is estimated from the data itself,
    an empirical Bayes approach, but an uninformative prior is also
    available."
tidylog,1.0.2,"dplyr, tidyr, glue, clisymbols","testthat, covr, forcats, knitr, rmarkdown, bench",https://cran.rstudio.com/src/contrib,Provides feedback about 'dplyr' and 'tidyr' operations.
tidyr,1.2.0,"dplyr (>= 1.0.0), ellipsis (>= 0.1.0), glue, lifecycle,
magrittr, purrr, rlang, tibble (>= 2.1.1), tidyselect (>=
1.1.0), utils, vctrs (>= 0.3.7)","covr, data.table, jsonlite, knitr, readr, repurrrsive (>=
1.0.0), rmarkdown, testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"Tools to help to create tidy data, where each column is a
    variable, each row is an observation, and each cell contains a single
    value.  'tidyr' contains tools for changing the shape (pivoting) and
    hierarchy (nesting and 'unnesting') of a dataset, turning deeply
    nested lists into rectangular data frames ('rectangling'), and
    extracting values out of string columns. It also includes tools for
    working with missing values (both implicit and explicit)."
tidyselect,1.1.2,"ellipsis, glue (>= 1.3.0), purrr (>= 0.3.2), rlang (>= 1.0.1),
vctrs (>= 0.3.0)","covr, crayon, dplyr, knitr, magrittr, rmarkdown, testthat (>=
3.1.1), tibble (>= 2.1.3), withr",https://cran.rstudio.com/src/contrib,"A backend for the selecting functions of the 'tidyverse'.
    It makes it easy to implement select-like functions in your own
    packages in a way that is consistent with other 'tidyverse'
    interfaces for selection."
tidytext,0.3.3,"dplyr, generics, hunspell, janeaustenr, lifecycle, Matrix,
methods, purrr (>= 0.1.1), rlang (>= 0.4.10), stringr, tibble,
tokenizers, vctrs","broom, covr, data.table, ggplot2, knitr, mallet, NLP,
quanteda, readr, reshape2, rmarkdown, scales, stm, stopwords,
testthat (>= 2.1.0), textdata, tidyr, tm, topicmodels, vdiffr,
wordcloud",https://cran.rstudio.com/src/contrib,"Using tidy data principles can make many text mining tasks
    easier, more effective, and consistent with tools already in wide use.
    Much of the infrastructure needed for text mining with tidy data
    frames already exists in packages like 'dplyr', 'broom', 'tidyr', and
    'ggplot2'. In this package, we provide functions and supporting data
    sets to allow conversion of text to and from tidy formats, and to
    switch seamlessly between tidy tools and existing text mining
    packages."
tidytuesdayR,1.0.1,"readxl (>= 1.0.0), rvest (>= 0.3.2), tools (>= 3.1.0),
lubridate (>= 1.7.0), purrr (>= 0.2.5), readr (>= 1.0.0),
rstudioapi (>= 0.2), xml2 (>= 1.2.0), httr, jsonlite, magrittr,
usethis","testthat (>= 2.1.0), covr, pkgdown, tibble",https://cran.rstudio.com/src/contrib,"
  'TidyTuesday' is a project by the 'R4DS Online Learning Community' in which they 
  post a weekly dataset onto post a weekly dataset in a public data repository 
  (<https://github.com/rfordatascience/tidytuesday>) for people to
  analyze and visualize. This package provides the tools to easily download this data and the 
  description of the source."
tidyverse,1.3.2,"broom (>= 0.7.10), cli (>= 3.1.0), crayon (>= 1.4.2), dbplyr
(>= 2.1.1), dplyr (>= 1.0.7), dtplyr (>= 1.2.0), forcats (>=
0.5.1), ggplot2 (>= 3.3.5), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.0), haven (>= 2.4.3), hms (>= 1.1.1),
httr (>= 1.4.2), jsonlite (>= 1.7.2), lubridate (>= 1.8.0),
magrittr (>= 2.0.1), modelr (>= 0.1.8), pillar (>= 1.6.4),
purrr (>= 0.3.4), readr (>= 2.1.1), readxl (>= 1.3.1), reprex
(>= 2.0.1), rlang (>= 0.4.12), rstudioapi (>= 0.13), rvest (>=
1.0.2), stringr (>= 1.4.0), tibble (>= 3.1.6), tidyr (>=
1.1.4), xml2 (>= 1.3.3)","covr, feather, glue, knitr, rmarkdown, testthat",https://cran.rstudio.com/src/contrib,"The 'tidyverse' is a set of packages that work in harmony
    because they share common data representations and 'API' design. This
    package is designed to make it easy to install and load multiple
    'tidyverse' packages in a single step. Learn more about the
    'tidyverse' at <https://www.tidyverse.org>."
tidyxl,1.0.7,Rcpp,"testthat, here, knitr, rmarkdown, readxl, dplyr, tidyr,
purrr, tibble, ggplot2, cellranger, openxlsx, rlang",https://cran.rstudio.com/src/contrib,"Imports non-tabular from Excel files into R.  Exposes cell content,
    position and formatting in a tidy structure for further manipulation.
    Tokenizes Excel formulas.  Supports '.xlsx' and '.xlsm' via the embedded
    'RapidXML' C++ library <http://rapidxml.sourceforge.net>.  Does not support
    '.xlsb' or '.xls'."
tiff,0.1-11,,,https://cran.rstudio.com/src/contrib,"Functions to read, write and display bitmap images stored in the TIFF format. It can read and write both files and in-memory raw vectors, including native image representation."
timeDate,4021.104,"graphics, utils, stats, methods","date, RUnit",https://cran.rstudio.com/src/contrib,"The 'timeDate' class fulfils the conventions of the ISO 8601 
	standard as well as of the ANSI C and POSIX standards. Beyond
	these standards it provides the ""Financial Center"" concept
	which allows to handle data records collected in different time 
	zones and mix them up to have always the proper time stamps with 
	respect to your personal financial center, or alternatively to the GMT
	reference time. It can thus also handle time stamps from historical 
	data records from the same time zone, even if the financial 
	centers changed day light saving times at different calendar
	dates."
tinytex,0.40,xfun (>= 0.29),"testit, rstudioapi",https://cran.rstudio.com/src/contrib,"Helper functions to install and maintain the 'LaTeX' distribution
  named 'TinyTeX' (<https://yihui.org/tinytex/>), a lightweight, cross-platform,
  portable, and easy-to-maintain version of 'TeX Live'. This package also
  contains helper functions to compile 'LaTeX' documents, and install missing
  'LaTeX' packages automatically."
tokenizers,0.2.1,"stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",https://cran.rstudio.com/src/contrib,"Convert natural language text into tokens. Includes tokenizers for
    shingled n-grams, skip n-grams, words, word stems, sentences, paragraphs,
    characters, shingled characters, lines, tweets, Penn Treebank, regular
    expressions, as well as functions for counting characters, words, and sentences,
    and a function for splitting longer texts into separate documents, each with
    the same number of words.  The tokenizers have a consistent interface, and
    the package is built on the 'stringi' and 'Rcpp' packages for  fast
    yet correct tokenization in 'UTF-8'. "
triebeard,0.3.0,Rcpp,"knitr, rmarkdown, testthat",https://cran.rstudio.com/src/contrib,"'Radix trees', or 'tries', are key-value data structures optimised for efficient lookups, similar in purpose
             to hash tables. 'triebeard' provides an implementation of 'radix trees' for use in R programming and in
             developing packages with 'Rcpp'."
TTR,0.24.3,"xts (>= 0.10-0), zoo, curl",RUnit,https://cran.rstudio.com/src/contrib,"A collection of over 50 technical indicators for creating technical trading rules. The package also provides fast implementations of common rolling-window functions, and several volatility calculations."
